^DATABASE = Geo
!Database_name = Gene Expression Omnibus (GEO)
!Database_institute = NCBI NLM NIH
!Database_web_link = http://www.ncbi.nlm.nih.gov/geo
!Database_email = geo@ncbi.nlm.nih.gov
!Database_ref = Nucleic Acids Res. 2005 Jan 1;33 Database Issue:D562-6
^DATASET = GDS5810
!dataset_title = Hypoxia effect on von Hippel Lindau-overexpressing renal cell carcinoma cells
!dataset_description = Analysis of renal cell carcinoma (RCC) 786-O cells transfected with von Hippel Lindau (VHL)-overexpression vector and cultured under hypoxia conditions (1% O2) for 24 hours. Results provide insight into overlap and differences of VHL- and hypoxia-dependent molecular alterations in RCC.
!dataset_type = Expression profiling by array
!dataset_pubmed_id = 25890500
!dataset_platform = GPL6244
!dataset_platform_organism = Homo sapiens
!dataset_platform_technology_type = in situ oligonucleotide
!dataset_feature_count = 33297
!dataset_sample_organism = Homo sapiens
!dataset_sample_type = RNA
!dataset_channel_count = 1
!dataset_sample_count = 8
!dataset_value_type = transformed count
!dataset_reference_series = GSE65168
!dataset_order = none
!dataset_update_date = Jun 28 2016
^SUBSET = GDS5810_1
!subset_dataset_id = GDS5810
!subset_description = control
!subset_sample_id = GSM1588482,GSM1588486,GSM1588481,GSM1588485
!subset_type = protocol
^SUBSET = GDS5810_2
!subset_dataset_id = GDS5810
!subset_description = VHL transfection
!subset_sample_id = GSM1588484,GSM1588488,GSM1588483,GSM1588487
!subset_type = protocol
^SUBSET = GDS5810_3
!subset_dataset_id = GDS5810
!subset_description = normoxia
!subset_sample_id = GSM1588483,GSM1588487,GSM1588481,GSM1588485
!subset_type = stress
^SUBSET = GDS5810_4
!subset_dataset_id = GDS5810
!subset_description = hypoxia
!subset_sample_id = GSM1588482,GSM1588486,GSM1588484,GSM1588488
!subset_type = stress
^DATASET = GDS5810
#ID_REF = Platform reference identifier
#IDENTIFIER = identifier
#GSM1588481 = Value for GSM1588481: 786-O biological replicate 1; src: renal cell carcinoma
#GSM1588485 = Value for GSM1588485: 786-O biological replicate 2; src: renal cell carcinoma
#GSM1588482 = Value for GSM1588482: 786-O Hypoxia biological replicate 1; src: renal cell carcinoma
#GSM1588486 = Value for GSM1588486: 786-O Hypoxia biological replicate 2; src: renal cell carcinoma
#GSM1588483 = Value for GSM1588483: 786-O VHL biological replicate 1; src: renal cell carcinoma
#GSM1588487 = Value for GSM1588487: 786-O VHL biological replicate 2; src: renal cell carcinoma
#GSM1588484 = Value for GSM1588484: 786-O VHL Hypoxia biological replicate 1; src: renal cell carcinoma
#GSM1588488 = Value for GSM1588488: 786-O VHL Hypoxia biological replicate 2; src: renal cell carcinoma
!dataset_table_begin
ID_REF	IDENTIFIER	GSM1588481	GSM1588485	GSM1588482	GSM1588486	GSM1588483	GSM1588487	GSM1588484	GSM1588488
7931216	FAM175B	8.45775	8.61091	8.19376	8.5377	8.43863	8.82413	8.64324	8.61877
7931226	ZRANB1	8.95837	9.15051	8.79165	8.97221	8.86811	9.24693	9.06347	9.13735
7931239	EDRF1	8.30032	8.18128	8.22338	8.31193	8.33698	8.62739	8.86387	8.60534
7931268	BCCIP	8.76066	8.81342	8.67504	8.73839	8.66889	8.92605	9.14114	8.92402
7931281	FANK1	6.6371	6.69711	6.56587	6.80516	6.72849	6.80856	6.8495	6.9498
7931293	DOCK1	8.89684	8.95668	8.82905	9.14543	8.91064	9.2503	9.32717	9.19324
7931346	chr10:128609376-128609475	5.82193	5.56335	5.52577	5.78704	5.46852	5.66785	5.86264	5.67225
7931348	FOXI2	7.37768	7.28483	7.14061	7.2172	7.36772	7.11543	7.46302	7.34024
7931353	PTPRE	8.5137	8.36633	8.50736	8.32411	9.03879	9.3789	9.37403	9.47166
7931379	MGMT	7.23003	7.00557	6.99078	6.81307	7.96374	8.11063	8.42732	8.36699
7931387	AK021432	6.07601	6.1402	5.96792	6.01575	6.14672	6.17553	6.28941	6.14605
7931389	CTAGE7P	5.96572	5.91672	5.83848	5.97811	6.06177	6.14333	6.10377	5.85208
7931393	GLRX3	9.24763	9.11083	9.02328	9.00944	9.18308	9.29201	9.27903	9.29373
7931403	chr10:132303371-132303463	5.89565	5.81067	5.72569	5.90557	5.75001	5.85859	6.02194	5.58603
7931405	PPP2R2D	9.04562	9.63796	8.58332	9.2456	9.72283	9.74478	9.82135	9.62892
7931417	JAKMIP3	6.47094	6.42601	6.27977	6.3127	6.33846	6.43522	6.60239	6.39364
7931439	DPYSL4	7.93786	8.19854	7.69346	8.1337	8.23124	8.39928	8.633	8.47882
7931455	LRRC27	6.69208	6.78606	6.58122	6.81983	6.79768	6.74801	6.99818	6.80909
7931469	PWWP2B	6.92931	6.90224	6.78794	6.95407	6.85112	6.98641	7.16176	7.03863
7931473	C10orf91	6.33818	6.15472	6.11898	5.95389	6.03701	6.09961	6.3047	6.16103
7931479	INPP5A	8.16048	8.79211	8.13094	8.82196	8.64114	8.97182	8.76136	8.92531
7931500	ADGRA1	6.79566	6.76608	6.68386	6.71895	6.7004	6.78313	6.96787	6.73057
7931519	KNDC1	6.60422	6.7744	6.42743	6.556	6.67487	6.60354	6.87268	6.72187
7931553	UTF1	7.76002	7.60504	7.48134	7.56708	7.56718	7.5196	7.85222	7.58313
7931556	VENTX	7.09328	7.13738	6.994	7.10086	7.24118	7.00817	7.32028	6.95636
7931561	ZNF511-PRAP1	7.40347	7.50191	7.18039	7.36268	8.0507	7.99933	8.13402	8.09374
7931571	ZNF511-PRAP1	6.96111	6.89945	6.88633	6.95631	6.9605	6.8545	7.05909	6.93326
7931582	PAOX	6.91876	6.84277	6.70557	6.80828	6.88561	6.87623	7.14865	6.91706
7931607	MTG1	7.66169	7.77443	7.46548	7.84658	7.92617	8.18994	8.20446	8.31781
7931623	SCART1	6.6548	6.68979	6.33884	6.55425	6.77176	6.79247	6.89447	6.75306
7931643	CYP2E1	6.66815	6.61294	6.3261	6.4372	6.93001	7.01338	7.05765	6.76722
7931656	DUX4	7.28246	7.2314	7.11018	7.13575	7.21539	7.14503	7.4335	7.19662
7931659	DUX4	7.28246	7.2314	7.11018	7.13575	7.21539	7.14503	7.4335	7.19662
7931662	DUX4	7.28246	7.2314	7.11018	7.13575	7.21539	7.14503	7.4335	7.19662
7931665	DUX4	7.27257	7.23716	7.09894	7.13162	7.20851	7.14371	7.43947	7.18119
7931668	DUX4	7.28246	7.2314	7.11018	7.13575	7.21539	7.14503	7.4335	7.19662
7931671	DUX4	7.28246	7.2314	7.11018	7.13575	7.21539	7.14503	7.4335	7.19662
7931674	TUBB8	6.52277	6.25139	6.0206	6.1654	6.2276	6.26861	6.41673	6.23144
7931681	chr10:200794-200880	6.35909	6.20406	6.09755	6.32124	5.82624	6.02609	6.25977	6.23953
7931683	DIP2C	7.70892	7.89805	7.48386	7.73377	7.68986	8.07669	7.7308	7.81788
7931726	chr10:476179-476444	6.48553	6.42646	6.23893	6.27443	6.25292	6.57484	6.51665	6.46151
7931728	LARP4B	9.48508	9.56355	9.21152	9.50349	9.46239	9.86158	9.70022	9.84303
7931748	IDI2	5.97634	5.93269	5.72476	5.82592	5.79225	5.95979	6.13021	5.79073
7931754	IDI1	9.33339	9.01704	9.67219	9.09908	8.83449	9.10197	9.642	9.01958
7931764	ADARB2	6.80042	6.80042	6.6662	6.71948	6.67053	6.66719	6.95869	6.75916
7931778	PITRM1	10.2085	10.2641	10.0984	10.285	10.1931	10.3868	10.5069	10.6731
7931810	KLF6	8.93366	8.87992	8.80068	8.76658	8.6233	9.15226	9.09178	8.92967
7931822	LOC100128356	6.07743	6.07505	5.95161	5.96112	5.98749	6.11406	6.13888	6.01219
7931824	AKR1C6P	5.89312	5.7965	5.78697	5.85565	5.83095	5.96748	6.01676	5.78697
7931830	chr10:5004627-5004761	5.67237	5.68415	5.38338	5.53252	5.52712	5.67803	5.65668	5.52823
7931832	AKR1C2	6.20524	6.1105	6.10038	5.93814	5.97273	6.13075	6.45532	6.02653
7931838	chr10:5135598-5135736	5.66932	5.61471	5.33767	5.53837	5.43842	5.74093	5.63472	5.36272
7931840	AKR1C8P	6.27303	6.12485	6.03282	6.15881	6.13367	6.18378	6.21618	6.05085
7931850	chr10:5341747-5341873	5.81129	5.81401	5.63533	5.73611	5.62918	5.9578	5.90307	5.66739
7931852	TUBAL3	6.05512	5.81968	5.92149	5.92261	5.94678	5.99494	6.12974	5.81415
7931859	CALML5	6.77813	6.64873	6.48581	6.66836	6.6903	6.68772	6.97401	6.72827
7931863	ASB13	7.76227	8.06892	7.42154	7.94179	7.94007	7.94413	8.17259	8.17265
7931873	GDI2	11.4718	11.5264	11.4019	11.2773	11.4653	11.6322	11.7431	11.6267
7931888	ANKRD16	6.36501	6.55659	6.19246	6.53866	6.3029	6.48007	6.59365	6.52534
7931899	IL15RA	8.42086	8.33537	8.56259	8.4354	7.96716	8.16458	8.53822	8.56441
7931914	IL2RA	6.23989	6.11678	6.07118	6.08529	5.98473	6.0885	6.17061	6.05107
7931926	chr10:6059016-6059107	6.25907	6.0931	5.89562	6.12347	6.05367	6.14412	6.34622	6.02618
7931928	chr10:6287696-6287794	5.53026	5.61021	5.35289	5.37286	5.45264	5.57824	5.49499	5.42826
7931930	PRKCQ	7.40894	7.41212	7.20641	7.50218	6.26899	6.3399	6.40712	6.23444
7931951	SFMBT2	8.84535	8.80921	8.28407	8.2392	6.08598	6.34968	6.44871	6.25277
7931975	chr10:7528665-7528771	5.75965	5.61839	5.60728	5.70903	5.75388	5.77653	5.86064	5.59509
7931977	ITIH5	8.00256	9.2608	7.57647	8.66337	7.64438	8.2489	7.89468	8.14695
7932000	KIN	7.57737	7.57667	7.35826	7.50023	7.60714	8.07675	7.91335	7.88307
7932014	GATA3-AS1	6.38341	6.33208	6.20713	6.39867	6.25512	6.33516	6.47974	6.2795
7932017	chr10:8698679-8698794	5.82477	5.64644	5.48874	5.61963	5.46351	5.65838	5.83962	5.57826
7932019	CELF2-AS1	6.21316	6.22901	5.93839	5.98131	6.09637	6.11988	6.22901	6.04228
7932023	USP6NL	8.57473	8.77205	8.2294	8.64107	8.73463	9.05257	8.7911	8.90272
7932041	UPF2	8.01061	7.93822	7.85352	8.12093	7.85555	8.28694	8.50005	8.0848
7932067	chr10:12158261-12158378	5.59367	5.54041	5.27844	5.60318	5.42473	5.55306	5.60238	5.43399
7932069	NUDT5	10.0385	10.1019	10.0199	10.2267	10.3127	10.4374	10.7292	10.5393
7932082	CCDC3	6.13166	6.03622	5.88308	5.96846	5.92521	6.03515	6.19959	6.03509
7932086	chr10:12966697-12966784	7.0253	7.11966	6.93603	6.90238	6.98827	7.10135	7.14008	6.91138
7932088	UCMA	6.39229	6.33975	6.17036	6.17598	6.25575	6.30895	6.55702	6.26398
7932094	PHYH	7.38818	7.65597	7.37821	7.7607	7.42328	7.64031	7.89758	7.85901
7932109	SEPHS1	10.1692	10.268	9.88173	10.1452	10.388	10.6672	10.648	10.4968
7932118	BEND7	7.49492	7.57528	7.22395	7.45283	8.11699	8.40783	8.01207	8.15781
7932130	chr10:13553208-13553313	6.09701	6.16721	5.87214	6.08455	6.14694	6.53661	6.23611	6.34308
7932132	FRMD4A	8.10443	8.0722	8.08517	8.29997	6.73352	6.94661	7.10509	7.17863
7932160	FAM107B	8.40612	9.12785	9.18425	9.36755	8.37005	8.9678	9.61275	9.45322
7932177	CDNF	6.77592	6.85798	6.62956	6.88912	6.51173	6.74204	6.59991	6.49763
7932186	DCLRE1C	7.12988	7.1087	6.91569	7.12786	7.29738	7.73315	7.55179	7.41279
7932209	chr10:15041687-15041953	9.1677	9.23303	9.17035	9.47263	9.06297	8.87372	9.16954	8.99362
7932211	BX648694	5.90946	5.80818	5.88093	5.99201	5.66647	6.33778	5.89607	5.96381
7932214	ACBD7	6.12599	6.12928	5.85259	5.9542	6.04895	6.36847	6.34555	6.38837
7932221	C10orf111	6.54454	6.5271	6.431	6.40396	6.47295	6.48551	6.77917	6.48196
7932227	NMT2	8.47924	8.97196	8.21802	8.74038	8.68827	8.92772	8.95144	9.12421
7932243	FAM171A1	9.34571	9.60925	9.14786	9.55631	9.24587	9.33149	9.53004	9.43245
7932254	ITGA8	5.96361	5.99423	5.8422	5.85992	5.94202	5.90931	6.06459	5.82786
7932285	FAM188A	7.76125	7.54439	7.81232	8.0273	7.70832	7.91341	8.15743	8.10397
7932304	chr10:16249820-16249926	5.68092	5.56872	5.32601	5.46126	5.1677	5.78364	5.89368	5.63173
7932306	chr10:16440653-16440758	5.75489	5.58517	5.53739	5.58517	5.60266	5.75559	5.77432	5.46133
7932308	C1QL3	7.2812	7.37358	7.06685	7.35983	7.42479	7.22497	7.58709	7.48301
7932311	RSU1	10.5155	10.5962	10.6205	10.615	10.7456	10.8539	11.1774	11.1651
7932326	CUBN	6.1317	6.08266	5.97234	6.09291	6.0069	6.08507	6.31259	6.01718
7932390	TRDMT1	7.04861	7.09697	6.74656	6.87489	6.81331	7.063	6.90105	6.79871
7932407	ST8SIA6	5.90343	5.8065	5.67169	5.87054	5.62077	5.78136	6.00568	5.81781
7932418	chr10:17524382-17524708	5.67243	5.64372	5.53415	5.62578	5.59552	5.78483	5.81486	5.5263
7932420	HACD1	7.8869	7.97535	7.61692	7.91928	7.79493	7.83868	8.24799	7.88926
7932433	NSUN6	7.22347	6.91395	7.0707	7.20218	6.88126	7.20067	7.16365	7.02523
7932445	chr10:19922611-19922732	5.82152	5.71205	5.61844	5.59858	5.71049	5.77371	5.88098	5.6516
7932447	chr10:20036367-20036441	5.68704	5.45943	5.3114	5.45943	5.41793	5.72257	5.62825	5.46809
7932449	chr10:20036608-20036681	5.5623	5.52841	5.40535	5.4979	5.57354	5.75891	5.69429	5.45933
7932451	chr10:20081927-20082030	5.771	5.67243	5.48094	5.55	5.58778	5.75653	5.84079	5.52356
7932453	NEBL	6.53332	6.61277	6.4118	6.91306	6.79455	7.04337	7.00389	7.0102
7932492	C10orf113	5.82096	5.69308	5.52013	5.77935	5.64245	5.85137	5.90916	5.73571
7932495	CASC10	6.62102	6.76978	6.55861	6.8269	6.82895	6.72725	6.77798	6.72117
7932498	SKIDA1	7.03605	7.09571	6.66178	7.10291	7.19908	7.05022	7.29098	7.04435
7932508	chr10:21853403-21853506	5.74959	5.76902	5.62829	5.67035	5.6219	5.84647	5.65536	5.5792
7932510	chr10:21950567-21950670	6.61797	6.49916	6.37098	6.56821	6.30118	6.37449	6.58552	6.30229
7932512	DNAJC1	8.30962	8.1097	8.39659	8.5247	8.72152	8.93171	9.06339	8.96403
7932528	EBLN1	5.97063	5.89664	5.78683	5.73484	5.69649	5.84123	6.02413	5.71436
7932530	PIP4K2A	10.1253	10.1424	10.0201	10.2549	10.061	10.5724	10.5024	10.4965
7932542	C10orf67	5.79128	5.78246	5.5704	5.81929	5.65693	5.74027	5.82758	5.54248
7932548	chr10:23688460-23688528	5.68919	5.58274	5.51829	5.64386	5.45266	5.73506	5.68462	5.55047
7932550	chr10:24281731-24281872	6.26835	6.17541	5.99986	6.21596	6.17009	6.20302	6.31694	6.04437
7932552	AF119913	6.06609	6.00772	5.74963	6.03118	6.03792	6.12928	6.15811	5.94231
7932554	ARHGAP21	9.21514	9.0855	9.07824	9.12203	9.01149	9.30701	9.33979	9.24349
7932584	PRTFDC1	7.03566	6.49185	7.02402	6.3936	5.73489	5.8086	5.92754	5.78257
7932598	ENKUR	5.80011	5.69964	5.49808	5.76	5.55252	5.82203	5.78793	5.50782
7932608	chr10:25682534-25682771	5.81368	5.80823	5.73168	5.73095	5.50295	5.80968	5.90494	5.77403
7932610	chr10:26102738-26102846	5.79146	5.67076	5.42463	5.63069	5.54721	5.80487	5.75082	5.54135
7932612	chr10:26108291-26108355	6.30242	6.07639	5.99628	5.95279	6.04425	6.16429	6.20094	5.947
7932614	chr10:26208988-26209127	5.86321	5.72763	5.59555	5.73642	5.81625	5.69115	5.96502	5.5934
7932616	ABI1	8.70704	8.56283	8.75211	8.69182	8.75696	9.05505	9.23967	9.15432
7932635	chr10:27079469-27079575	6.28075	6.24905	6.28075	6.32108	6.24845	6.33857	6.36022	6.28075
7932637	ANKRD26	7.11374	6.84774	6.98858	7.36311	6.97801	7.39188	7.43909	7.1307
7932676	chr10:27377250-27377356	6.08605	6.06861	5.86933	5.97534	5.92247	5.93316	6.1716	5.86219
7932678	YME1L1	11.0174	11.1091	10.8863	10.9448	10.9838	11.3217	11.3445	11.2454
7932703	ACBD5	8.37247	8.6906	8.14216	8.70038	8.6632	9.32362	8.80848	8.91196
7932721	LRRC37A6P	6.20222	6.07238	5.99757	6.12761	6.0295	6.25458	6.28481	6.26118
7932725	chr10:27624430-27624536	5.63976	5.47883	5.53	5.46486	5.51859	5.51859	5.60626	5.39808
7932727	PTCHD3	5.93338	5.90829	5.61333	5.78053	5.94055	6.00915	5.94044	5.67035
7932733	MKX	6.37288	6.24412	6.05349	6.2371	6.1935	6.20166	6.4968	6.15215
7932742	chr10:28072846-28072957	5.71943	5.64386	5.57316	5.59187	5.47207	5.54278	5.78429	5.52356
7932744	ARMC4	6.07293	6.00635	5.91702	5.92719	5.87325	6.05026	6.10118	5.92622
7932765	MPP7	6.08709	5.98453	5.87847	6.12028	5.94404	6.03501	6.1962	6.11038
7932786	chr10:28696968-28697180	6.21421	6.16408	5.99772	5.96927	6.06609	6.18436	6.40856	5.99043
7932788	chr10:28731517-28731825	6.30528	6.2316	6.05803	6.05806	5.97984	6.16414	6.29289	6.09822
7932790	chr10:29049632-29049732	5.93113	5.68439	5.64876	5.75838	5.6044	5.85308	5.77041	5.64386
7932792	chr10:29163329-29163441	6.22088	6.12272	5.86815	5.84781	5.84754	6.01649	6.17612	5.7995
7932794	chr10:29187931-29188422	6.90762	6.80301	6.68847	6.64067	7.23492	7.10176	7.39759	7.41802
7932796	SVIL	9.48557	9.34132	9.23723	9.36507	8.6166	8.43688	8.79317	8.39221
7932826	KIAA1462	9.72588	10.2873	9.51707	9.89111	7.99651	8.66228	8.621	8.92073
7932832	chr10:30588498-30588602	5.90885	5.82139	5.63761	5.82477	5.60977	5.9774	6.04148	5.72828
7932834	GOLGA2P6	6.85245	7.12052	6.73796	7.0391	6.85081	7.12547	7.11644	7.07537
7932860	chr10:30655012-30655172	7.06481	7.14782	6.88648	7.02684	7.08022	6.9824	7.35261	7.17991
7932862	chr10:30844530-30844828	6.52016	6.49646	6.38502	6.48686	6.58967	6.39012	6.56958	6.43894
7932864	LYZL2	6.00235	6.03726	5.88237	5.88074	5.83271	5.92215	6.15568	5.75957
7932867	ZNF438	6.76284	6.68923	6.62525	6.97447	6.73563	6.97524	7.03391	7.04998
7932881	LOC100505502	6.47959	6.36274	6.30698	6.2924	6.32995	6.47215	6.72222	6.392
7932883	chr10:32044972-32045064	7.29113	7.27731	7.10809	7.18304	7.07063	7.09396	7.34353	7.12915
7932885	ARHGAP12	7.88693	7.61144	7.86958	8.04754	8.04096	8.41785	8.50697	8.44427
7932909	chr10:32281016-32281295	6.17013	6.01198	6.14701	6.03534	5.95339	6.10178	6.21054	6.03145
7932911	KIF5B	10.97	10.9677	10.8922	11.0357	11.1186	11.7334	11.4127	11.4672
7932938	EPC1	7.82444	8.03996	7.58722	7.83985	8.23062	8.34346	8.2893	7.93607
7932960	chr10:32683488-32683593	5.51267	5.24917	5.17736	5.28091	5.2985	5.30397	5.65113	5.01739
7932962	chr10:32699227-32699626	6.22056	6.21192	6.04893	6.20408	6.0296	6.20505	6.2515	6.18055
7932964	C1D	8.51476	8.50322	8.34873	8.33092	8.46165	8.91117	8.82474	8.67185
7932966	ITGB1	11.184	11.0708	11.184	11.1997	10.9392	11.0531	11.1621	11.0398
7932983	chr10:33346558-33347343	6.40384	6.36896	6.14576	6.38495	6.30752	6.40159	6.59786	6.36811
7932985	NRP1	10.091	9.94698	9.77781	9.84259	9.92348	10.0011	9.80911	9.89639
7933008	chr10:33577232-33577529	6.82057	6.81181	6.69626	6.54648	6.66792	6.94014	6.93514	6.60514
7933010	PARD3	9.24344	9.66807	9.2614	9.65717	9.74611	10.106	9.93641	9.94321
7933043	chr10:34490909-34491002	7.01963	6.76069	6.58016	6.79234	6.75024	7.04979	6.55385	6.82356
7933045	chr10:34591416-34591483	5.64104	5.5577	5.35864	5.57545	5.49114	5.72763	5.72792	5.48054
7933047	CUL2	9.13746	9.24535	9.10011	9.25928	9.23037	9.51534	9.53123	9.33764
7933071	chr10:35539887-35539996	6.16993	5.80735	5.7663	5.712	5.76009	6.01651	5.87298	5.78239
7933073	GJD4	7.01399	6.84881	6.90864	6.77544	6.92842	6.91929	7.11153	6.99604
7933075	FZD8	8.39192	8.07791	8.64179	7.8839	7.6178	7.61778	7.77768	7.59103
7933078	chr10:36723413-36723483	5.78136	5.70818	5.44746	5.59564	5.53569	5.80423	5.81104	5.44538
7933080	chr10:36723484-36723542	7.45458	7.19811	6.99088	7.03836	7.0576	6.97647	7.40187	7.04929
7933082	chr10:36723543-36723611	5.62459	5.44108	5.39655	5.46951	5.33304	5.57941	5.54181	5.33375
7933084	NAMPT	10.9658	11.3393	11.049	11.2958	10.3235	11.0147	10.7496	11.013
7933086	chr10:36914945-36915066	5.59272	5.44927	5.27079	5.43039	5.3488	5.56475	5.64079	5.32904
7933088	chr10:37591930-37592036	5.8709	5.86687	5.59734	5.88049	5.63192	5.94063	5.97522	5.75489
7933090	chr10:37890300-37890372	5.48123	5.34852	5.2387	5.44489	5.34993	5.53919	5.43656	5.31006
7933092	ZNF248	6.72463	6.67438	6.47386	6.78802	6.86886	7.04562	7.06477	7.3566
7933105	ZNF25	7.37444	7.32545	7.10672	7.42875	7.38561	8.23901	7.79391	8.13139
7933113	chr10:38332807-38332902	6.54814	6.5639	6.6608	6.4818	6.85922	6.71807	6.89294	6.68436
7933115	LOC645513	7.83251	7.57278	7.58109	7.75544	7.44367	7.69887	7.77752	7.69653
7933121	CCNYL2	6.52204	6.24456	6.28228	6.26393	6.39191	6.73354	6.54058	6.72587
7933129	ZNF37BP	7.20474	7.28828	7.16608	7.4313	7.30978	7.52588	7.66009	7.47991
7933139	ZNF33B	7.2746	7.3405	7.24325	7.60495	7.73779	7.99131	8.15257	7.96941
7933145	chr10:43305676-43305778	5.91407	5.77499	5.48665	5.67243	5.67983	5.7821	5.83463	5.7467
7933147	chr10:43327899-43327995	6.63326	6.55682	6.29902	6.60066	6.37213	6.49325	6.5121	6.40344
7933149	RASGEF1A	6.53158	6.42404	6.38045	6.40568	6.49026	6.43118	6.6469	6.44731
7933164	HNRNPF	10.3042	10.473	9.88346	10.1975	10.4427	10.4041	10.751	10.3331
7933176	chr10:43912697-43912879	6.15404	6.05467	5.85706	6.02261	5.99566	6.13029	6.24182	5.99033
7933178	chr10:43953364-43964121	7.69834	7.49529	7.44418	7.45088	7.74684	7.73231	7.81478	7.58862
7933180	ZNF239	6.74684	6.55069	6.63621	6.43589	6.73292	6.86145	7.00418	6.78361
7933186	ZNF32	6.65641	6.78298	6.47762	6.75665	6.98728	7.12879	7.17721	7.13651
7933190	LOC100131195	5.93627	5.99242	5.70554	5.82265	5.97668	5.9194	6.11161	5.76377
7933192	HNRNPA3P1	7.92063	7.79229	7.63689	7.7184	7.81039	7.99619	8.29914	7.8211
7933194	CXCL12	6.10111	6.08574	5.94986	6.07762	6.03222	6.09868	6.15829	6.00474
7933204	C10orf10	7.69739	7.47854	7.78537	7.89357	6.72436	6.9217	7.4358	7.37691
7933209	C10orf25	6.03753	6.0077	5.78707	5.93854	6.07113	6.18686	6.34302	6.09335
7933217	chr10:45684238-45684344	5.62741	5.50965	5.36665	5.48315	5.39503	5.57249	5.60235	5.39078
7933219	OR13A1	6.1168	5.98837	5.97681	6.0659	6.08209	6.2422	6.26318	6.02145
7933228	MARCH8	8.61018	8.79453	8.62193	8.59998	8.87887	9.05153	9.01879	9.00321
7933237	ZFAND4	6.76597	6.5558	6.65305	6.49465	6.71308	7.13293	7.01123	6.80769
7933252	AGAP5	8.57375	8.53788	8.29434	8.69509	8.54505	8.90185	8.63642	8.77968
7933261	PARGP1	6.46632	6.22237	6.13897	6.16238	6.35207	6.55028	6.27766	6.30737
7933263	PTPN20	5.85187	5.74681	5.61964	5.78211	5.76068	5.84705	5.87296	5.74813
7933279	FRMPD2B	5.96437	6.00223	5.75674	5.84763	5.95124	5.98086	6.14364	5.83423
7933290	BMS1P4	8.67315	8.7975	8.41323	8.96918	8.56251	8.9571	8.58615	8.61791
7933296	chr10:46900430-46900668	5.97668	5.90522	5.76169	5.85115	5.79487	6.10961	6.14536	5.97632
7933298	SYT15	6.94314	6.96611	6.86107	6.84573	7.12321	6.83084	7.32438	7.31016
7933310	AK096715	7.15629	7.40422	7.05325	7.20654	7.2123	6.77195	7.30212	7.06111
7933312	ANXA8L1	7.58946	7.40245	7.42454	7.37138	6.63807	6.662	7.0865	6.69304
7933327	FAM25G	6.8868	6.9355	6.89917	6.89037	6.93676	6.79251	7.13132	6.91653
7933331	AGAP5	8.67086	8.64019	8.43347	8.83504	8.67523	8.99534	8.72659	8.90523
7933341	ASAH2B	6.18038	6.22663	5.91824	6.10377	6.20693	6.26741	6.25391	6.0155
7933359	RBP3	6.32959	6.42504	6.15846	6.18648	6.20343	6.33468	6.44556	6.20794
7933366	GDF2	6.65758	6.56249	6.35033	6.54588	6.54588	6.54817	6.88373	6.51626
7933372	GDF10	6.84226	6.86525	6.7133	6.755	6.80519	6.72519	7.03256	6.87388
7933379	PTPN20	5.85536	5.74952	5.6256	5.78485	5.7838	5.86124	5.88314	5.75349
7933394	FRMPD2B	5.96437	6.00223	5.75674	5.84763	5.95124	5.98086	6.14364	5.83423
7933405	AGAP5	8.50007	8.46432	8.20857	8.63529	8.47885	8.80742	8.56042	8.71822
7933413	BMS1P4	8.45332	8.58056	8.14881	8.68759	8.32903	8.73403	8.37152	8.3994
7933421	chr10:49090180-49090418	5.97668	5.90522	5.76169	5.85115	5.79487	6.10961	6.14536	5.97632
7933423	FAM25G	6.8868	6.9355	6.89917	6.89037	6.93676	6.79251	7.13132	6.91653
7933427	AGAP5	8.5767	8.5474	8.31043	8.71254	8.56017	8.89587	8.63495	8.78913
7933437	PTPN20	6.01387	5.93777	5.7295	5.84635	6.0074	5.9791	6.06803	5.90382
7933442	PTPN20	5.62401	5.68572	5.52213	5.68572	5.46813	5.74955	5.74231	5.52516
7933446	FRMPD2	6.02935	5.94689	5.7687	6.01253	5.92769	6.04925	6.17533	5.91524
7933469	ARHGAP22	8.37026	7.29188	8.34151	7.30378	6.81093	6.90711	7.43229	7.06704
7933484	LRRC18	6.21127	6.15671	5.9156	6.20734	6.07128	6.19907	6.30123	6.10009
7933488	VSTM4	8.44509	8.05149	8.16127	8.21963	7.15575	6.87422	7.1712	6.82121
7933498	FAM170B	6.96486	6.8392	6.85111	6.89189	6.85978	6.87971	7.12381	6.71537
7933501	DRGX	6.66981	6.60246	6.39837	6.61515	6.70172	6.59174	6.86879	6.6082
7933509	PGBD3	7.31528	7.28868	7.08929	7.31559	7.24772	7.51847	7.78849	7.34553
7933535	chr10:50911035-50911419	6.02436	6.10869	5.76588	5.8706	5.77495	6.06254	6.1528	5.94452
7933537	OGDHL	6.56609	6.64048	6.33932	6.64573	6.71203	6.80709	6.93213	6.86545
7933561	PARG	7.5398	7.38292	7.33568	7.58322	7.49566	7.83632	7.79736	7.95947
7933572	PARGP1	6.46632	6.22237	6.13897	6.16238	6.35207	6.55028	6.27766	6.30737
7933574	AGAP5	8.22316	8.18513	7.93074	8.35229	8.17808	8.52296	8.30869	8.43651
7933582	TIMM23B	11.003	11.207	10.9133	10.9447	11.1764	11.4426	11.3197	11.2495
7933593	chr10:51611026-51611224	7.50711	7.45301	7.18424	7.23626	7.45771	7.7609	7.45401	7.54986
